   1.0000000000000000E-002   2.9961316417342478E-011  -8.2114485732158146E-009
   10.010000000000000        5.9960196814074614E-009  -1.6433192243425017E-006
   20.010000000000002        1.1983564737132252E-008  -3.2843158217931720E-006
   30.010000000000002        1.7968764688783077E-008  -4.9246697002295292E-006
   40.009999999999998        2.3951649438641728E-008  -6.5643890549206855E-006
   50.009999999999998        2.9932233534387036E-008  -8.2034778729250443E-006
   60.009999999999998        3.5910525811874231E-008  -9.8419385758709519E-006
   70.010000000000005        4.1886532329146157E-008  -1.1479772824076303E-005
   80.010000000000005        4.7860257578605088E-008  -1.3116981848766402E-005
   90.010000000000005        5.3831705081744632E-008  -1.4753566615071226E-005
   100.01000000000001        5.9800877715897991E-008  -1.6389527911576821E-005
   110.01000000000001        6.5767777908895676E-008  -1.8024866403674735E-005
   120.01000000000001        7.1732407762341489E-008  -1.9659582667348180E-005
   130.00999999999999        7.7694769133516114E-008  -2.1293677211619001E-005
   140.00999999999999        8.3654863691938286E-008  -2.2927150494049591E-005
   150.00999999999999        8.9612692959689247E-008  -2.4560002931794109E-005
   160.00999999999999        9.5568258340941967E-008  -2.6192234909692229E-005
   170.00999999999999        1.0152156114408288E-007  -2.7823846786331207E-005
   180.00999999999999        1.0747260259861581E-007  -2.9454838898679099E-005
   190.00999999999999        1.1342138386829715E-007  -3.1085211565684905E-005
   200.00999999999999        1.1936790606150255E-007  -3.2714965091119398E-005
   210.00999999999999        1.2531217023951584E-007  -3.4344099765846878E-005
   220.00999999999999        1.3125417742323624E-007  -3.5972615869663543E-005
   230.00999999999999        1.3719392859866513E-007  -3.7600513672801234E-005
   240.00999999999999        1.4313142472143624E-007  -3.9227793437168942E-005
   250.01000000000002        1.4906666672059218E-007  -4.0854455417387916E-005
   260.00999999999999        1.5499965550175446E-007  -4.2480499861660561E-005
   270.00999999999999        1.6093039194980707E-007  -4.4105927012505555E-005
   280.00999999999999        1.6685887693118080E-007  -4.5730737107384093E-005
   290.00999999999999        1.7278511129581331E-007  -4.7354930379236849E-005
   300.00999999999999        1.7870909587883233E-007  -4.8978507056946850E-005
   310.00999999999999        1.8463083150202751E-007  -5.0601467365740197E-005
   320.00999999999999        1.9055031897511628E-007  -5.2223811527535097E-005
   330.00999999999999        1.9646755909686560E-007  -5.3845539761248071E-005
   340.00999999999999        2.0238255265606692E-007  -5.5466652283062200E-005
   350.00999999999999        2.0829530043240516E-007  -5.7087149306664123E-005
   360.00999999999999        2.1420580319722040E-007  -5.8707031043454061E-005
   370.00999999999999        2.2011406171419088E-007  -6.0326297702732445E-005
   380.00999999999999        2.2602007673994188E-007  -6.1944949491865735E-005
   390.00999999999999        2.3192384902458594E-007  -6.3562986616436402E-005
   400.00999999999999        2.3782537931221227E-007  -6.5180409280375768E-005
   410.00999999999999        2.4372466834132517E-007  -6.6797217686084535E-005
   420.00999999999999        2.4962171684524133E-007  -6.8413412034541588E-005
   430.00999999999999        2.5551652555244664E-007  -7.0028992525402091E-005
   440.00999999999999        2.6140909518692234E-007  -7.1643959357086466E-005
   450.00999999999999        2.6729942646844035E-007  -7.3258312726861329E-005
   460.00999999999999        2.7318752011283276E-007  -7.4872052830913795E-005
   470.00999999999999        2.7907337683223802E-007  -7.6485179864418468E-005
   480.00999999999999        2.8495699733532541E-007  -7.8097694021599150E-005
   490.00999999999999        2.9083838232750157E-007  -7.9709595495785446E-005
   500.00999999999999        2.9671753251110002E-007  -8.1320884479465106E-005
   510.00999999999999        3.0259444858555605E-007  -8.2931561164331118E-005
   520.00999999999999        3.0846913124756601E-007  -8.4541625741326026E-005
   530.00999999999999        3.1434158119123723E-007  -8.6151078400682833E-005
   540.00999999999999        3.2021179910822619E-007  -8.7759919331962104E-005
   550.00999999999999        3.2607978568786135E-007  -8.9368148724087748E-005
   560.00999999999999        3.3194554161726407E-007  -9.0975766765377729E-005
   570.00999999999999        3.3780906758145935E-007  -9.2582773643575840E-005
   580.00999999999999        3.4367036426347490E-007  -9.4189169545878533E-005
   590.00999999999999        3.4952943234443460E-007  -9.5794954658960592E-005
   600.00999999999999        3.5538627250365117E-007  -9.7400129168999575E-005
   610.00999999999999        3.6124088541870718E-007  -9.9004693261699731E-005
   620.00999999999999        3.6709327176552921E-007  -1.0060864712231142E-004
   630.00999999999999        3.7294343221846341E-007  -1.0221199093565122E-004
   640.00999999999999        3.7879136745034312E-007  -1.0381472488612177E-004
   650.00999999999999        3.8463707813254776E-007  -1.0541684915772661E-004
   660.00999999999999        3.9048056493506711E-007  -1.0701836393408908E-004
   670.00999999999999        3.9632182852655497E-007  -1.0861926939846576E-004
   680.00999999999999        4.0216086957437963E-007  -1.1021956573376213E-004
   690.00999999999999        4.0799768874468212E-007  -1.1181925312254522E-004
   700.00999999999999        4.1383228670240866E-007  -1.1341833174705684E-004
   710.00999999999999        4.1966466411136754E-007  -1.1501680178922557E-004
   720.00999999999999        4.2549482163426340E-007  -1.1661466343067793E-004
   730.00999999999999        4.3132275993273810E-007  -1.1821191685274865E-004
   740.00999999999999        4.3714847966741025E-007  -1.1980856223649270E-004
   750.00999999999999        4.4297198149790321E-007  -1.2140459976269260E-004
   760.00999999999999        4.4879326608288792E-007  -1.2300002961186849E-004
   770.00999999999999        4.5461233408010831E-007  -1.2459485196428756E-004
   780.00999999999999        4.6042918614640855E-007  -1.2618906699997002E-004
   790.00999999999999        4.6624382293776931E-007  -1.2778267489869921E-004
   800.00999999999999        4.7205624510932854E-007  -1.2937567584002786E-004
   810.00999999999999        4.7786645331540773E-007  -1.3096807000328499E-004
